CARAMANLIS	PER.IND
NAIROBI	GPE.SPECIAL
HIS	ORG.NGO
UNION	ORG.NGO
MR	PER.IND
SIKHAKANE	PER.IND
ARAB	LOC
FRANCE	GPE.SPECIAL
LA	ORG.COM
NACION	ORG.COM
DEVELOPED	LOC
COUNTRIES	LOC
NORTHERNER	GPE.SPECIAL
ALBANIA	GPE.NATION
OKINAWA	GPE.SPECIAL
THE	ORG.NGO
MMM	ORG.NGO
YOUR	ORG.GOV
THE	ORG.COM
FACTORY	ORG.COM
THE	PER.IND
ACCUSED	PER.IND
JSP	ORG.NGO
THE	PER.IND
PRIME	PER.IND
MINISTER	PER.IND
'S	PER.IND
SPRINGS	GPE.SPECIAL
MISSION	PER.IND
LABOR	PER.IND
ATTACHE	PER.IND
DEPARTMENT	ORG.GOV
AM	GPE.NATION
POPPER	PER.IND
YUGOSLAV	GPE.NATION
LEGAL	ORG.MED
COMMITTEE	ORG.MED
THAILAND	GPE.SPECIAL
GRAHAM	PER.IND
LONDON	GPE.SPECIAL
HAMA	ORG.GOV
POULTRY	ORG.GOV
INSTITUTION	ORG.GOV
UIL	ORG.NGO
THE	PER.GROUP
THREE	PER.GROUP
CONFEDERATIONS	PER.GROUP
THE	NONE
STATION	NONE
I	PER.IND
BP	ORG.COM
RIYADH	GPE.SPECIAL
LESOTHO	PER.IND
DEL	PER.IND
IAN	PER.IND
SMITH	PER.IND
COMMERCE	ORG.GOV
HAMA	NONE
UNHCR	ORG.MED
'S	ORG.MED
CU	ORG.NGO
PHNOM	GPE.SPECIAL
PENH	GPE.SPECIAL
SWEDISH	GPE.SPECIAL
AUSTRALIAN	GPE.NATION
NORDICS	LOC
URBAN	ORG.MED
ENVIRONMENT	ORG.MED
GROUP	ORG.MED
DUBS	PER.IND
THE	GPE.NATION
ROKG	GPE.NATION
POST	ORG.GOV
MR.	PER.IND
PRESIDENT	PER.IND
LEONARD	PER.IND
THE	ORG.COM
KELLOGG	ORG.COM
MANAGEMENT	ORG.COM
SHE	PER.IND
COUNTRY	GPE.SPECIAL
ALLON	PER.IND
CGIL	ORG.NGO
JAUERGUI	PER.IND
TURKISH	GPE.NATION
FONMIN	PER.IND
EC	ORG.GOV
SANA	GPE.SPECIAL
DR.	PER.IND
WONG	PER.IND
BOTH	LOC
COUNTRIES	LOC
VUCOVICH	PER.IND
AUCKLAND	GPE.SPECIAL
SILLEN	PER.IND
MUBARAK	PER.IND
NEB	PER.GROUP
WORKERS	PER.GROUP
'	PER.GROUP
SALISBURY	GPE.SPECIAL
THE	NONE
