THE	O
TOURISM	O
PAPER	O
,	O
NOW	O
SPLIT	O
-OFF	O
FROM	O
THE	O
TOURISM	O
-YOUTH	O
PAPER	O
(REFTEL	O
B)	O
,	O
HAS	O
MOVED	O
RAPIDLY	O
IN	O
INFORMAL	O
NEGOTIATIONS	O
.	O
SOVIETS	GPE.NATION
ARE	O
REPORTED	O
TO	O
FIND	O
THE	O
CURRENT	O
TEXT	O
ACCEPTABLE	O
EXCEPT	O
FOR	O
THE	O
FINAL	O
PARA	O
.	O
WE	ORG.GOV
BELIEVE	O
THAT	O
IT	O
POSES	O
NO	O
REPEAT	O
NO	O
PROBLEMS	O
FOR	O
THE	GPE.NATION
US	GPE.NATION
	O
AND	O
HAVE	O
PERMITTED	O
IT	O
TO	O
MOVE	O
FORWARD	O
IN	O
INFORMAL	O
CHANNELS	O
.	O
BEING	O
RELATIVELY	O
NON	O
-CONTROVERSIAL	O
,	O
IT	O
IS	O
LIKELY	O
TO	O
BE	O
COMPLETED	O
BEFORE	O
THE	O
EASTER	O
RECESS	O
.	O
IF	O
DEPARTMENT	ORG.GOV
	O
HAS	O
OBJECTIONS	O
PLEASE	O
ADVISE	O
.	O
TEXT	O
FOLLOWS:	O
BEGIN	O
TEXT:	O
"THE	O
PARTICIPATING	O
STATES	O
CONSIDER	O
THAT	O
TOURISM	O
CONTRIBUTES	O
SIGNIFICANTLY	O
TO	O
A	O
BETTER	O
UNDERSTANDING	O
BETWEEN	O
THEIR	O
PEOPLES	O
,	O
TO	O
A	O
FULLER	O
KNOWLEDGE	O
OF	O
THE	O
LIFE	O
,	O
CULTURE	O
,	O
AND	O
HISTORY	O
OF	O
OTHER	O
COUNTRIES	O
AS	O
WELL	O
AS	O
TO	O
THE	O
DEVELOP	O
-	O
MENT	O
OF	O
HUMAN	O
CONTACTS	O
.	O
THE	O
PARTICIPATING	O
STATES	O
INTEND	O
TO	O
PROMOTE	O
THE	O
DEVELOPMENT	O
OF	O
TOURISM	O
ON	O
AN	O
INDIVIDUAL	O
AND	O
COLLECTIVE	O
BASIS	O
.	O
IN	O
PARTICULAR	O
THEY	O
EXPRESS	O
THEIR	O
INTENTION:	O
-	O
TO	O
PROMOTE	O
VISITS	O
TO	O
THEIR	O
RESPECTIVE	O
COUNTRIES	O
BY	O
ENCOURAGING	O
THE	O
PROVISION	O
OF	O
APPROPRIATE	O
FACILITIES	O
,	O
THE	O
SIMPLIFICATION	O
AND	O
EXPEDITING	O
OF	O
NECESSARY	O
ARRANGEMENTS	O
,	O
INCLUDING	O
TRAVEL	O
FORMALITIES	O
,	O
AND	O
THE	O
ESTABLISHMENT	O
OF	O
CONTACTS	O
;	O
-	O
TO	O
ALLOW	O
PUBLICITY	O
FOR	O
TOURIST	O
TRAVEL	O
IN	O
OTHER	O
PARTICIPATING	O
STATES	O
,	O
IN	O
PARTICULAR	O
BY	O
FACILI	O
-	O
TATING	O
THE	O
ESTABLISHMENT	O
OF	O
INFORMATION	O
BUREAUX	O
AND	O
THE	O
DISSEMINATION	O
OF	O
TOURIST	O
INFORMATION	O
."	O
END	O
TEXT	O
.	O
DALE	PER.IND
