AMBASSADOR	PER.IND
MET	O
WITH	O
AIR	PER.IND
MINISTER	PER.IND
GILARDI	PER.IND
AS	O
SCHEDULED	O
TODAY	O
(FEBRUARY	O
14)	O
.	O
UNFORTUNATELY	O
,	O
TIME	O
AVAILABLE	O
FOR	O
INTERVIEW	O
WAS	O
SHORTENED	O
SOMEWHAT	O
BY	O
PRIOR	O
MEETING	O
WITH	O
FOREIGN	PER.IND
MINISTER	PER.IND
,	O
AND	O
GILARDI	PER.IND
HAD	O
TO	O
LEAVE	O
PUNCTUALLY	O
FOR	O
LUNCH	O
WITH	O
PRESIDENT	PER.IND
VELASCO	PER.IND
.	O
NEVERTHELESS	O
,	O
AMBASSADOR	PER.IND
WAS	O
ABLE	O
TO	O
PRESENT	O
OUR	GPE.NATION
CONCERNS	O
ABOUT	O
NEGOTIATING	O
DIFFICULTIES	O
AND	O
POSSIBILITY	O
OF	O
SUSPENSION	O
OF	O
SERVICES	O
.	O
GILARDI	PER.IND
DEFENDED	O
MEROPERU	ORG.GOV
AND	O
HIS	GPE.NATION
COUNTRY'S	GPE.NATION
POSITION	O
.	O
AMONG	O
POINTS	O
GILARDI	PER.IND
MADE	O
WAS	O
THAT	O
BRANIFF	ORG.COM
MOVED	O
INTO	O
VACUUM	O
CREATED	O
BY	O
DEMISE	O
OF	O
APSA	ORG.COM
,	O
AND	O
AEROPERU	ORG.GOV
IS	O
SIMPLY	O
TRYING	O
TO	O
RECOVER	O
TRAFFIC	O
THAT	O
IS	O
RIGHTFULLY	O
PERU'S	GPE.NATION
.	O
HE	PER.IND
INDICATED	O
THAT	O
WHAT	O
HE	PER.IND
TERMED	O
BRANIFF’S	ORG.COM
	O
THREAT	O
TO	O
SUSPEND	O
OPERATIONS	O
IN	O
FACE	O
OF	O
AEROPERU'S	ORG.GOV
POSITION	O
WAS	O
UNREASONABLY	O
AND	O
HAD	O
ANNOYED	O
HIM	PER.IND
.	O
WHILE	O
BRANIFF	ORG.COM
MAY	O
FIND	O
AEROPERU'S	ORG.GOV
POSITION	O
UNREASONABLE	O
,	O
BRANIFF’S	ORG.COM
INSISTENCE	O
ON	O
AN	O
INCREASE	O
TO	O
42	O
FREQUENCIES	O
WAS	O
EQUALLY	O
UNREASONABLE	O
.	O
AMBASSADOR	PER.IND
	O
POINTED	O
OUT	O
THAT	O
BRANIFF	ORG.COM
SIMPLY	O
COULD	O
NOT	O
OPERATE	O
WITH	O
PRESENT	O
PERMIT	O
.	O
HE	PER.IND
ASSUMED	O
THAT	O
PERMIT	O
WAS	O
AEROPERU'S	ORG.GOV
INITIAL	O
BARGAINING	O
POSITION	O
,	O
JUST	O
AS	O
BRANIFF’S	ORG.COM
REQUEST	O
FOR	O
42	O
FLIGHTS	O
REPRESENTED	O
WHAT	O
THEY	ORG.COM
IDEALLY	O
WOULD	O
LIKE	O
TO	O
HAVE	O
.	O
SOMEWHERE	O
BETWEEN	O
THESE	O
TWO	O
POINTS	O
THERE	O
MUST	O
BE	O
A	O
MUTUALLY	O
ACCEPTABLE	O
COMMON	O
GROUND	O
.	O
GILARDI	PER.IND
AGREED	O
WITH	O
PROPOSITION	O
THAT	O
WITH	O
GOOD	O
WILL	O
AND	O
GIVE	O
ON	O
EITHER	O
SIDE	O
,	O
COMPROMISE	O
AGREEMENT	O
SHOULD	O
BE	O
REACHABLE	O
.	O
AMBASSADOR	PER.IND
LEFT	O
WITH	O
HIM	PER.IND
MODIFIED	O
VERSION	O
OF	O
TALKING	O
POINTS	O
GIVEN	O
TO	O
PRIME	PER.IND
MINISTER	PER.IND
ON	O
WEDNESDAY	O
,	O
FEBRUARY	O
12	O
.	O
GILARDI	PER.IND
INVIDED	O
AMBASSADOR	PER.IND
TO	O
RETURN	O
FOR	O
LONGER	O
SESSION	O
ON	O
THIS	O
AND	O
OTHER	O
SUBJECTS	O
OF	O
MUTUAL	O
CONCER	O
NEXT	O
WEEK	O
.	O
GILARDI	PER.IND
WAS	O
,	O
AS	O
USUAL	O
,	O
MOST	O
CORDIAL	O
,	O
ALTHOUGH	O
HE	PER.IND
DID	O
STIFFEN	O
SOMEWHAT	O
WHEN	O
CIVAIR	O
ISSUE	O
WAS	O
RAISED	O
.	O
WHILE	O
WE	GPE.NATION
CANNOT	O
DRAW	O
FROM	O
GILARDI’S	PER.IND
RESPONSE	O
ANY	O
GREAT	O
PROMISE	O
OF	O
FORWARD	O
MOVEMENT	O
,	O
AT	O
LEAST	O
HE	PER.IND
DID	O
NOT	O
INDICATE	O
THAT	O
PERU'S	GPE.NATION
POSITION	O
HAS	O
COMPLETELY	O
CONGEALED	O
.	O
DEAN	PER.IND
