MISSION	ORG.GOV
HAS	O
RECEIVED	O
AGENCY	ORG.MED
LETTER	O
ACCEPTING	O
GIFT	O
CUTTER	O
-CHOPPER	O
AND	O
RELATED	O
EQUIPMENT	O
AND	O
SERVICES	O
OFFERED	O
PER	O
REFTEL	O
,	O
WHICH	O
READS	O
AS	O
FOLLOWS:	O
"I	O
HAVE	O
THE	O
HONOUR	O
TO	O
ACKNOWLEDGE	O
RECEIPT	O
OF	O
YOUR	O
LETTER	O
DATED	O
23	O
OCTOBER	O
1978	O
TO	O
THE	PER.IND
DIRECTOR	PER.IND
GENERAL	PER.IND
INFORMING	O
HIM	PER.IND
THAT	O
THE	GPE.NATION
U	GPE.NATION
.S	GPE.NATION
.	GPE.NATION
GOVERNMENT	GPE.NATION
IS	O
OFFERING	O
TO	O
PROVIDE	O
EQUIPMENT	O
OF	O
AN	O
ESTIMATED	O
TOTAL	O
VALUE	O
OF	O
U	O
.S	O
.	O
$180	O
,000	O
IN	O
SUPPORT	O
OF	O
IAEA	ORG.MED
SAFEGUARDS	O
.	O
IN	O
ACCORDANCE	O
WITH	O
THE	ORG.MED
AGENCY'S	ORG.MED
RULES	O
GOVERNING	O
THE	O
ACCEPTANCE	O
OF	O
GIFTS	O
,	O
SERVICES	O
,	O
EQUIPMENT	O
AND	O
FACILITIES	O
(INFCIRC/13	O
,	O
PART	O
I)	O
I	O
HAVE	O
DETERMINED	O
THAT	O
THE	O
EQUIPMENT	O
THUS	O
OFFERED	O
BY	O
THE	GPE.NATION
U	GPE.NATION
.S	GPE.NATION
.	GPE.NATION
GOVERNMENT	GPE.NATION
CAN	O
READILY	O
BE	O
USED	O
IN	O
ENHANCING	O
THE	ORG.MED
AGENCY'S	ORG.MED
SAFEGUARDS	O
PROGRAM	O
.	O
I	O
AM	O
THEREFORE	O
PLEASED	O
TO	O
ACCEPT	O
THE	O
U	GPE.NATION
.S	GPE.NATION
.	GPE.NATION
GOVERNMENT'S	GPE.NATION
OFFER	O
ON	O
THE	O
TERMS	O
AND	O
CONDITIONS	O
SPECIFIED	O
IN	O
THE	O
LETTER	O
REFERRED	O
TO	O
ABOVE	O
WHICH	O
INCLUDES	O
COST	O
-FREE	O
INSTALLATION	O
OF	O
THE	O
EQUIPMENT	O
AND	O
INSTRUCTION	O
SERVICES	O
AND	O
I	O
REQUEST	O
YOU	O
TO	O
CONVEY	O
TO	O
YOUR	O
GOVERNMENT	GPE.NATION
OUR	ORG.MED
DEEP	O
APPRECIATION	O
OF	O
THIS	O
CONTINUED	O
GENEROSITY	O
IN	O
SUPPORT	O
OF	O
THE	ORG.MED
AGENCY'S	ORG.MED
	O
PROGRAMS	O
OF	O
ASSISTANCE	O
TO	O
DEVELOPING	O
COUNTRIES	O
."	O
	O
AGENCY	ORG.MED
	O
HAS	O
ALSO	O
PREPARED	O
AND	O
CONVEYED	O
LOAN	O
AGREEMENT	O
TO	O
INDIAN	ORG.GOV
MISSION	ORG.GOV
.	O
MISSION	ORG.GOV
WILL	O
ADVISE	O
AS	O
SOON	O
AS	O
LOAN	O
AGREEMENT	O
HAS	O
BEEN	O
CONCLUDED	O
.	O
FYI	O
.	O
AGENCY	ORG.MED
INTERPRETS	O
"INSTALLATION	O
OF	O
THE	O
EQUIPMENT"	O
RATHER	O
LOOSELY	O
,	O
AND	O
IS	O
AWARE	O
THAT	O
EQUIPMENT	O
IS	O
NOT	O
RPT	O
NOT	O
INTENDED	O
TO	O
BE	O
"INSTALLED"	O
AS	O
SUCH	O
,	O
BUT	O
DELIVERED	O
TO	O
THE	O
TARAPUR	O
SPENT	O
FUEL	O
STORAGE	O
POOL	O
FOR	O
USE	O
(INITIALLY	O
WITH	O
INSTRUCTION	O
SERVICES)	O
FOR	O
EXPANDING	O
THE	O
SPENT	O
FUEL	O
CAPACITY	O
OF	O
THE	O
POOL	O
.	O
END	O
FYI	O
.	O
COPIES	O
OF	O
EXCHANGE	O
OF	O
LETTERS	O
WITH	O
AGENCY	ORG.MED
POUCHED	O
COOPER	PER.IND
,	O
OES	ORG.MED
/NET	O
.	O
KIRK	PER.IND
