REFERENCE:	O
PRETORIA	null
4464	O
(C	O
-ENTIRE	O
TEXT)	O
PRIME	PER.IND
MINISTER	PER.IND
-DESIGNATE	PER.IND
BISHOP	PER.IND
MUZOREWA	PER.IND
HAS	O
YET	O
TO	O
GIVE	O
ANY	O
FORMAL	O
INDICATION	O
OF	O
WHICH	O
INDIVIDUALS	O
OR	O
PARTIES	O
WILL	O
RECEIVE	O
WHICH	O
PORTFOLIOS	O
IN	O
THE	GPE.NATION
NEW	GPE.NATION
ZIMBABWE	GPE.NATION
GOVERN	GPE.NATION
-	GPE.NATION
MENT	GPE.NATION
.	O
TECHNICALLY	O
,	O
THE	PER.IND
PRIME	PER.IND
MINISTER'S	PER.IND
POWER	O
EXTENDS	O
ONLY	O
TO	O
ALLOCATING	O
A	O
GIVEN	O
PORTFOLIO	O
TO	O
A	O
SPECIFIC	O
PARTY	O
;	O
IT	O
IS	O
UP	O
TO	O
THE	O
PARTY	O
TO	O
NAME	O
AN	O
INDIVIDUAL	O
TO	O
TAKE	O
IT	O
.	O
NEVER	O
-	O
THELESS	O
,	O
THE	PER.IND
BISHOP	PER.IND
WILL	O
PLAY	O
A	O
VERY	O
IMPORTANT	O
ROLE	O
IN	O
DE	O
-	O
TERMINING	O
THE	O
PERSONALITIES	O
IN	O
HIS	PER.IND
FIRST	O
CABINET:	O
AS	O
HEAD	PER.IND
OF	PER.IND
THE	PER.IND
UANC	PER.IND
HE	PER.IND
HAS	O
DIRECT	O
SAY	O
IN	O
FILLING	O
TEN	O
OF	O
THE	O
POSTS	O
AND	O
AS	O
PRIME	null
MINISTER	null
HE	PER.IND
CAN	O
EXERT	O
CONSIDERABLE	O
INFLUENCE	O
OVER	O
THE	O
OTHER	O
PARTIES	O
IN	O
ARRANGING	O
FOR	O
SELECTED	O
INDIVI	O
-	O
DUALS	O
TO	O
BE	O
NAMED	O
.	O
IN	O
RECENT	O
DAYS	O
WE	ORG.GOV
HAVE	O
HEARD	O
INCREASED	O
SPECULATION	O
-	O
-	O
BOTH	O
IN	O
THE	O
PRESS	O
AND	O
THROUGH	O
INFORMAL	O
TELEPHONE	O
CONTACTS	O
IN	O
	GPE.SPECIAL
RHODESIA	GPE.SPECIAL
	O
-	O
-	O
ON	O
WHO	O
WILL	O
BE	O
NAMED	O
TO	O
THE	O
NEW	O
CABINET	O
.	O
FOR	O
