C	O
-	O
ENTIRE	O
TEXT	O
SUMMARY:	O
AS	O
SEPTEMBER	O
BEGINS	O
NIMEIRI	null
IS	O
FACING	O
VERY	O
FLUID	O
SITUATION	O
.	O
SEPTEMBER	O
COULD	O
BE	O
CRITICAL	O
FOR	O
NIMEIRI	null
DEPENDING	O
ON	O
REACTION	O
TO	O
ECONOMIC	O
REFORMS	O
AND	O
POSSIBLE	O
POLITICAL	O
DEVELOPMENTS	O
INVOLVING	O
SADEQ	PER.IND
AL	PER.IND
-MAHDI	PER.IND
	O
.	O
AT	O
PRESENT	O
HOWEVER	O
,	O
THERE	O
ARE	O
SEVERE	O
FOOD	O
AND	O
GASOLINE	O
SHORTAGES	O
AND	O
RUMORS	O
OF	O
STRIKES	O
.	O
IMPATIENCE	O
OF	O
PUBLIC	O
IS	O
BECOMING	O
MANIFEST	O
,	O
BUT	O
PUBLIC	O
DESIRE	O
IS	O
AS	O
MUCH	O
FOR	O
BETTER	O
GOVERNMENT	GPE.NATION
AS	O
FOR	O
CHANGE	O
IN	O
GOVERNMENT	GPE.NATION
.	O
PUBLIC	O
IS	O
STILL	O
WAITING	O
FOR	O
NIMEIRI	GPE.NATION
GOVERNMENT	GPE.NATION
TO	O
PRODUCE	O
RESULTS	O
.	O
END	O
SUMMARY	O
AUGUST	O
HAS	O
BEEN	O
A	O
DIFFICULT	O
MONTH	O
IN	O
KHARTOUM	GPE.SPECIAL
AND	O
SUDAN	GPE.SPECIAL
	O
GENERALLY	O
,	O
BUT	O
IT	O
ALSO	O
HAS	O
BEEN	O
A	O
MONTH	O
DURING	O
WHICH	O
MAJOR	GPE.NATION
GOVERNMENT	GPE.NATION
PERSONNEL	GPE.NATION
AND	O
POLICY	O
CHANGES	O
WERE	O
ANNOUNCED	O
.	O
PUBLIC	O
DISATISFACTION	O
OVER	O
SEVERE	O
SHORTAGES	O
,	O
INFLATION	O
,	O
DETERIORATION	O
OF	O
PUBLIC	O
SERVICES	O
AND	O
NUMEROUS	O
OTHER	O
PROBLEMS	O
PROVIDED	O
BACKDROP	O
FOR	O
A	O
WEEK	O
OR	O
SO	O
OF	O
DEMONSTRATIONS	O
AND	O
STRIKES	O
INVOLVING	O
SOME	O
VIOLENCE	O
DURING	O
MID	O
-AUGUST	O
.	O
AS	O
IT	O
HAPPENED	O
SUDANGOV	GPE.NATION
HANDLED	O
THESE	O
CHALLENGES	O
RATHER	O
WELL	O
AND	O
NIMEIRI	null
SURVIVED	O
THIS	O
LATEST	O
CHALLENGE	O
.	O
HOWEVER	O
,	O
THERE	O
IS	O
NO	O
QUESTION	O
THAT	O
AUGUST	O
1979	O
EVENTS	O
WERE	O
INDEED	O
A	O
SERIOUS	O
CHALLENGE	O
TO	O
NIMEIRI	GPE.NATION
REGIME	GPE.NATION
NOTWITH	O
-	O
STANDING	O
PARTICIPATION	O
AND	O
SUPPORT	O
BY	O
COMMUNISTS	O
AND	O
OTHER	O
ENEMIES	O
OF	O
REGIME	GPE.NATION
WHOSE	O
OWN	O
POPULAR	O
SUPPORT	O
IS	O
MINIMAL	O
