SUMMARY:	O
RENE	PER.IND
CRUZ	PER.IND
,	O
AZUCARERA	GPE.SPECIAL
CHOLUTECA	GPE.SPECIAL
,	O
ADVISES	O
EMBASSY	ORG.GOV
THAT	O
HONDURAS	GPE.SPECIAL
MAY	O
HAVE	O
ADDITONAL	O
2	O
,500	O
SHORT	O
TONS	O
OF	O
SUGAR	O
AVAILABLE	O
FOR	O
SALE	O
IN	O
U	GPE.SPECIAL
.S	GPE.SPECIAL
.	GPE.SPECIAL
MARKET	O
.	O
APPROVAL	O
BY	O
USDA	ORG.GOV
FOR	O
SUCH	O
SALE	O
REQUESTED	O
.	O
END	O
SUMMARY	O
.	O
RENE	PER.IND
CRUZ	PER.IND
OF	O
AZUCARERA	GPE.SPECIAL
CHOLUTECA	GPE.SPECIAL
ADVISED	O
EMBASSY	ORG.GOV
	O
AUGUST	O
8	O
THAT	O
BECAUSE	O
OF	O
LOWER	O
THAN	O
EXPECTED	O
INTERNAL	O
CONSUMPTION	O
2	O
,500	O
SHORT	O
TONS	O
OF	O
"PLANTATION	O
WHITE"	O
SUGAR	O
ARE	O
AVAILABLE	O
IN	O
HONDURAS	GPE.SPECIAL
FOR	O
EXPORT	O
./	O
?49(34	O
8	O
,	O
5#3	O
7	O
.S	O
.	O
ARE	O
INTERESTED	O
IN	O
PURCHASE	O
.	O
HONDURAN	GPE.SPECIAL
EXPORTER	O
WILLING	O
TO	O
TAKE	O
SLIGHT	O
LOSS	O
BETWEEN	O
WORLD	O
MARKET	O
PRICE	O
AND	O
U	GPE.SPECIAL
.S	GPE.SPECIAL
.	GPE.SPECIAL
	O
MARKET	O
PRICE	O
ON	O
GROUNDS	O
OF	O
HONDURAN	GPE.SPECIAL
SUGAR	O
PRODUCER	O
AND	O
GOVERNMENT	GPE.NATION
INTEREST	O
IN	O
MAINTAINING	O
POSITIVE	O
RELATIONSHIP	O
WITH	O
U	GPE.SPECIAL
.S	GPE.SPECIAL
.	GPE.SPECIAL
SUGAR	O
IMPORT	O
PROGRAM	O
.	O
MR	PER.IND
.	PER.IND
CRUZ	PER.IND
REQUESTS	O
CONFIRMATION	O
THAT	O
SUGAR	O
CAN	O
ENTER	O
THE	GPE.SPECIAL
U	GPE.SPECIAL
.S	GPE.SPECIAL
.	GPE.SPECIAL
UNDER	O
THE	ORG.GOV
DEPARTMENT	ORG.GOV
OF	ORG.GOV
AGRICULTURE	ORG.GOV
PROGRAM	O
.	O
COMMENT:	O
THIS	O
PROSPECTIVE	O
INCREASE	O
IN	O
HONDURAN	GPE.SPECIAL
SUGAR	O
EXPORTS	O
WAS	O
MADE	O
KNOWN	O
TO	O
THE	ORG.GOV
MINISTRY	ORG.GOV
OF	ORG.GOV
ECONOMY	ORG.GOV
THIS	O
WEEK	O
.	O
THE	ORG.GOV
MINISTRY	ORG.GOV
HAD	O
ONLY	O
RECENTLY	O
ADVISED	O
EMBASSY	ORG.GOV
THAT	O
NO	O
FURTHER	O
EXPORTS	O
WOULD	O
BE	O
MADE	O
THIS	O
YEAR	O
.	O
THIS	O
PRODUCER	O
IS	O
A	O
SMALL	O
ONE	O
WHOSE	O
PLANT	O
HAD	O
MUCH	O
BETTER	O
THAN	O
ANTICIPATED	O
PRODUCTION	O
.	O
IT	O
HAD	O
NOT	O
PREVIOUSLY	O
EXPORTED	O
.	O
SANCHEZ	PER.IND
