SUMMARY:	O
USLO	PER.IND
CONOFF	PER.IND
MET	O
WITH	O
MFA	ORG.GOV
CONSULAR	ORG.GOV
DEPARTMENT	ORG.GOV
APRIL	O
20	O
ON	O
CHAO	PER.IND
CASE	O
.	O
CHINESE	GPE.NATION
POSITION	O
IS	O
THAT	O
CHAO	PER.IND
IS	O
A	O
CHINESE	GPE.SPECIAL
CITIZEN	O
AND	O
MUST	O
APPLY	O
FOR	O
EXIT	O
PERMIT	O
UNDER	O
CHINESE	GPE.NATION
REGULATIONS	O
.	O
USLO	null
BELIEVES	O
CHAO	PER.IND
MAY	O
BE	O
GRANTED	O
PRC	GPE.NATION
PASSPORT	O
AND	O
EXIT	O
PERMIT	O
.	O
END	O
SUMMARY	O
.	O
PROPOSED	O
ACTION:	O
USLO	null
PLANS	O
TO	O
SEND	O
CHAO	PER.IND
LETTER	O
ALONG	O
STANDARD	O
"PRO	O
-FORMA	O
B	O
-2"	O
LINES	O
AND	O
WAIT	O
ONE	O
MONTH	O
FOR	O
ANY	O
RESPONSE	O
FROM	O
CHINESE	GPE.NATION
GOVERNMENT	GPE.NATION
OR	O
CHAO	PER.IND
HERSELF	PER.IND
BEFORE	O
RECOMMENDING	O
FURTHER	O
ACTION	O
.	O
SEE	O
ALSO	O
PARA	O
8	O
BELOW	O
.	O
CONOFF	PER.IND
MET	O
WITH	O
MFA	PER.IND
CONSULAR	PER.IND
DEPARTMENT	PER.IND
DEPUTY	PER.IND
DIVISION	PER.IND
CHIEF	PER.IND
CHEN	PER.IND
HUI	PER.IND
APRIL	O
20	O
TO	O
DISCUSS	O
CHAO	PER.IND
CASE	O
.	O
AFTER	O
HEARING	O
USLO	null
PRESENTATION	O
(REFTEL)	O
,	O
CHEN	PER.IND
GAVE	O
MFA'S	ORG.GOV
PREPARED	O
POSITION:	O
-	O
-CHAO	PER.IND
YUN	PER.IND
-HUI	PER.IND
IS	O
A	O
CHINESE	GPE.SPECIAL
CITIZEN	O
.	O
HER	PER.IND
NATIONALITY	O
IS	O
VERY	O
CLEAR	O
.	O
SINCE	O
1950	O
SHE	PER.IND
HAS	O
ENJOYED	O
THE	O
RIGHTS	O
AND	O
MET	O
THE	O
OBLIGATIONS	O
OF	O
A	O
CHINESE	GPE.SPECIAL
CITIZEN	O
.	O
THERE	O
CAN	O
BE	O
NO	O
QUESTION	O
ABOUT	O
HER	PER.IND
CITIZENSHIP	O
.	O
BECAUSE	O
SHE	PER.IND
IS	O
A	O
CHINESE	GPE.SPECIAL
CITIZEN	O
,	O
SHE	PER.IND
MUST	O
SUBMIT	O
HER	PER.IND
EXIT	O
APPLICATION	O
TO	O
THE	O
CONCERNED	O
AUTHORITIES	O
HERSELF	PER.IND
.	O
THIS	O
IS	O
THE	O
GENERAL	O
WAY	O
CHINA	GPE.NATION
DEALS	O
WITH	O
EXIT	O
FOR	O
CHINESE	GPE.SPECIAL
CITIZENS	O
.	O
-	O
-USLO	null
DID	O
NOT	O
OBTAIN	O
THE	O
CONCERNED	O
DEPARTMENT'S	O
PERMISSION	O
TO	O
ISSUE	O
CHAO	PER.IND
A	O
PASSPORT	O
.	O
AS	O
HAS	O
BEEN	O
POINTED	O
OUT	O
MANY	O
TIMES	O
IN	O
THE	O
PAST	O
,	O
USLO	null
SHOULD	O
NOT	O
ISSUE	O
PASSPORTS	O
TO	O
CHINESE	GPE.SPECIAL
CITIZENS	O
(SIC)	O
.	O
WE	ORG.GOV
HOPE	O
USLO	null
WILL	O
PAY	O
SERIOUS	O
ATTENTION	O
TO	O
MAKING	O
CERTAIN	O
SUCH	O
CASES	O
DO	O
NOT	O
OCCUR	O
AGAIN	O
,	O
AND	O
WILL	O
RESPECT	O
THE	O
REGULATIONS	O
OF	O
THE	O
CONCERNED	O
DEPARTMENT	O
OF	O
THE	GPE.NATION
CHINESE	GPE.NATION
GOVERNMENT	GPE.NATION
.	O
AFTER	O
HEARING	O
CHEN'S	PER.IND
STATEMENT	O
,	O
CONOFF	PER.IND
STATED	O
THAT	O
THE	GPE.NATION
USG	GPE.NATION
DID	O
NOT	O
QUESTION	O
THE	O
RIGHT	O
OF	O
THE	GPE.NATION
CHINESE	GPE.NATION
GOVERNMENT	GPE.NATION
TO	O
DETERMINE	O
WHO	O
IS	O
AND	O
WHO	O
IS	O
NOT	O
A	O
CHINESE	GPE.SPECIAL
CITIZEN	O
UNDER	O
CHINESE	GPE.SPECIAL
LAW	O
.	O
SIMILARLY	O
,	O
CONOFF	PER.IND
HOPED	O
PRC	GPE.NATION
WOULD	O
NOT	O
QUESTION	O
THE	GPE.NATION
USG'S	GPE.NATION
RIGHT	O
TO	O
DETERMINE	O
AMERICAN	GPE.SPECIAL
CITIZENSHIP	O
UNDER	O
AMERICAN	GPE.SPECIAL
LAW	O
,	O
AND	O
WOULD	O
UNDERSTAND	O
WHY	O
THE	GPE.NATION
USG	GPE.NATION
WAS	O
COMPELLED	O
TO	O
CONSIDER	O
CHAO	PER.IND
A	O
USC	GPE.SPECIAL
.	O
THE	O
MUTUALLY	O
IRRECONCILABLE	O
VIEWS	O
OF	O
THE	O
PRC	GPE.NATION
AND	O
USG	GPE.NATION
IN	O
THE	O
MATTER	O
OFCHAO’S	PER.IND
CITIZENSHIP	O
,	O
HOWEVER	O
,	O
SHOULD	O
NOT	O
BE	O
AN	O
IMPEDIMENT	O
TO	O
HER	PER.IND
DESIRE	O
TO	O
RETURN	O
TO	O
THE	GPE.SPECIAL
US	GPE.SPECIAL
.	O
THE	LOC
TWO	LOC
GOVERN	LOC
-	LOC
MENTS	LOC
	O
,	O
IN	O
KEEPING	O
WITH	O
THE	O
SPIRIT	O
OF	O
THE	O
SHANGHAI	GPE.SPECIAL
COMMUNIQUE	O
,	O
AND	O
WITH	O
A	O
VIEW	O
TOWARDS	O
PROMOTING	O
THE	O
FRIENDSHIP	O
BETWEEN	O
THE	PER.GROUP
CHINESE	PER.GROUP
AND	PER.GROUP
AMERICAN	PER.GROUP
PEOPLE	PER.GROUP
,	O
SHOULD	O
FACILITATE	O
CHAO’S	PER.IND
TRAVEL	O
TO	O
THE	GPE.SPECIAL
US	GPE.SPECIAL
.	O
TOWARD	O
THAT	O
END	O
,	O
THE	GPE.NATION
USG	GPE.NATION
WAS	O
PREPARED	O
TO	O
OFFER	O
CHAO	PER.IND
FINANCIAL	O
ASSISTANCE	O
FOR	O
REPATRIATION	O
AND	O
RESETTLE	O
-	O
MENT	O
,	O
AND	O
WOULD	O
ACKNOWLEDGE	O
THE	O
VALIDITY	O
OF	O
ANY	O
TRAVEL	O
DOCUMENT	O
THE	O
CHINESE	GPE.NATION
GOVERNMENT	GPE.NATION
THOUGHT	O
APPROPRIATE	O
FOR	O
CHAO	PER.IND
TO	O
USE	O
IN	O
DEPARTING	O
THE	GPE.NATION
PRC	GPE.NATION
.	O
SINCE	O
CHAO	PER.IND
HAD	O
STATED	O
SHE	PER.IND
WISHED	O
TO	O
TRAVEL	O
AS	O
SOON	O
AS	O
POSSIBLE	O
,	O
CONOFF	PER.IND
HOPED	O
PRC	GPE.NATION
CONCERNED	O
DEPARTMENTS	O
WOULD	O
ASSIST	O
HER	PER.IND
TO	O
COMPLETE	O
EXIT	O
FORMALITIES	O
IN	O
ACCORDANCE	O
WITH	O
APPROPRIATE	O
PRC	GPE.NATION
REGULATIONS	O
,	O
SO	O
THAT	O
SHE	PER.IND
COULD	O
DEPART	O
AT	O
AN	O
EARLY	O
DATE	O
.	O
CHEN	PER.IND
PARAPHRASED	O
ORIGINAL	O
STATEMENT	O
,	O
AGAIN	O
CHIDING	O
USLO	null
FOR	O
ISSUING	O
PASSPORT	O
WITHOUT	O
PERMISSION	O
.	O
CONOFF	PER.IND
ASKED	O
IF	O
CHEN	PER.IND
MEANT	O
THAT	O
CHINESE	GPE.NATION
REGULATIONS	O
PRECLUDED	O
ISSUANCE	O
OF	O
US	GPE.SPECIAL
PASSPORTS	O
IN	O
PRC	GPE.SPECIAL
WITHOUT	O
PRIOR	O
CHINESE	GPE.NATION
PERMISSION	O
.	O
CHEN	PER.IND
REPEATED	O
THAT	O
IT	O
WAS	O
AGAINST	O
PRC	GPE.NATION
REGULATIONS	O
TO	O
ISSUE	O
PASSPORTS	O
TO	O
CHINESE	GPE.SPECIAL
CITIZENS	O
WITHOUT	O
PERMISSION	O
,	O
AT	O
WHICH	O
POINT	O
CONOFF	PER.IND
STATED	O
THE	O
OBVIOUS:	O
USLO	null
DOES	O
NOT	O
ISSUE	O
PASSPORTS	O
TO	O
CHINESE	GPE.SPECIAL
	O
CITIZENS	O
.	O
USLO	null
ONLY	O
ISSUED	O
PASSPORTS	O
TO	O
AMERICAN	O
CITIZENS	O
.	O
CHEN	PER.IND
THEN	O
DROPPED	O
THE	O
MATTER	O
,	O
AND	O
EVEN	O
SMILED	O
(NO	O
DOUBT	O
AT	O
THE	O
LINGUISTIC	O
ABSURDITIES	O
ENGENDERED	O
BY	O
TWO	LOC
GOVERNMENTS'	LOC
NON	O
RECOG	O
-	O
NITION	O
OF	O
THE	O
REALITY	O
OF	O
DUAL	O
NATIONALITY)	O
.	O
AFTER	O
A	O
HYPOTHETICAL	O
DISCUSSION	O
OF	O
THE	O
PROCEDURES	O
CHAO	PER.IND
SHOULD	O
FOLLOW	O
"IF"	O
SHE	PER.IND
WERE	O
ALLOWED	O
TO	O
LEAVE	O
PRC	GPE.SPECIAL
,	O
DURING	O
WHICH	O
CONOFF	PER.IND
REITERATED	O
USG'S	GPE.NATION
	O
DESIRE	O
FOR	O
A	O
SPEEDY	O
RESOLUTION	O
TO	O
THE	O
MATTER	O
,	O
AND	O
CHEN	PER.IND
ONCE	O
AGAIN	O
REPEATED	O
ORIGINAL	O
STATEMENT	O
,	O
MEETING	O
ENDED	O
.	O
COMMENT:	O
DESPITE	O
HARSH	O
WORDS	O
ABOUT	O
USLO’S	null
ACTIONS	O
,	O
ATMOSPHERICS	O
AT	O
FORTY	O
-MINUTE	O
MEETING	O
WERE	O
GOOD	O
.	O
CHEN	PER.IND
,	O
AN	O
ELDERLY	O
,	O
GRAY	O
-HAIRED	O
LADY	O
WITH	O
A	O
GENTLE	O
MANNER	O
,	O
IS	O
NOT	O
THE	ORG.GOV
CONSULAR	ORG.GOV
DEPARTMENT'S	ORG.GOV
FIRST	O
-STRING	O
HATCHETMAN	O
WHEN	O
USLO	null
IS	O
IN	O
LINE	O
FOR	O
A	O
PROTEST	O
,	O
AND	O
MEETING	O
ENDED	O
WITH	O
FRIENDLY	O
WAVES	O
AT	O
MFA'S	ORG.GOV
MAIN	O
ENTRANCE	O
.	O
THIS	O
,	O
AS	O
WELL	O
AS	O
OTHER	O
INDICA	O
-	O
TIONS	O
AT	O
MEETING	O
,	O
LEAD	O
US	ORG.GOV
TO	O
BELIEVE	O
THAT	O
CHINESE	GPE.NATION
MAY	O
BE	O
WILLING	O
TO	O
ALLOW	O
CHAO	PER.IND
TO	O
DEPART	O
PRC	GPE.SPECIAL
ON	O
CHINESE	GPE.SPECIAL
PASSPORT	O
.	O
CHEN	PER.IND
,	O
FOR	O
INSTANCE	O
,	O
VOLUNTEERED	O
THE	O
INFORMATION	O
ON	O
PROCEDURES	O
CHOA	PER.IND
SHOULD	O
FOLLOW	O
TO	O
EXIT	O
PRC	GPE.SPECIAL
	O
AS	O
A	O
CHINESE	GPE.SPECIAL
CITIZEN	O
,	O
AND	O
LET	O
HERSELF	PER.IND
BE	O
ENGAGED	O
IN	O
THE	O
HYPOTHETICAL	O
DISCUSSION	O
NOTED	O
IN	O
PARA	O
6	O
.	O
THIS	O
WAS	O
NOT	O
DONE	O
IN	O
ARCHIE	PER.IND
LEE	PER.IND
AND	O
DANIEL	PER.IND
KELLY	PER.IND
CASES	O
.	O
CHEN	PER.IND
ALSO	O
DID	O
NOT	O
STATE	O
THAT	O
MFA	ORG.GOV
WOULD	O
ENTERTAIN	O
NO	O
FURTHER	O
REPRESENTATIONS	O
BY	O
USLO	null
ON	O
CHAO’S	PER.IND
BEHALF	O
,	O
AGAIN	O
A	O
DEPARTURE	O
FROM	O
LEE	PER.IND
AND	O
KELLY	PER.IND
CASES	O
.	O
PROPOSED	O
ACTION:	O
SINCE	O
USLO	null
HAS	O
NOT	O
YIELDED	O
ON	O
THE	O
QUESTION	O
OF	O
CHAO'S	PER.IND
US	GPE.SPECIAL
CITIZENSHIP	O
,	O
NOR	O
,	O
FOR	O
THAT	O
MATTER	O
,	O
BEEN	O
EXPLICITLY	O
PROHIBITED	O
FROM	O
FURTHER	O
CONTACT	O
WITH	O
HER	PER.IND
,	O
WE	ORG.GOV
PLAN	O
TO	O
WRITE	O
HER	PER.IND
A	O
LETTER	O
TELLING	O
HER	PER.IND
WE	ORG.GOV
HAVE	O
DISCUSSED	O
HER	PER.IND
CASE	O
WITH	O
THE	ORG.GOV
MFA	ORG.GOV
,	O
AND	O
THAT	O
MFA'S	ORG.GOV
ADVICE	O
IS	O
TO	O
APPLY	O
FOR	O
EXIT	O
DOCUMENTATION	O
AS	O
PRC	GPE.SPECIAL
CITIZEN	O
.	O
LETTER	O
WILL	O
ALSO	O
GUARANTEE	O
AVAILABILITY	O
OF	O
VISA	O
,	O
AS	O
IN	O
STANDARD	O
"PRO	O
-FORMA	O
B	O
-2"	O
LETTER	O
.	O
WE	ORG.GOV
THEN	O
PROPOSE	O
TO	O
WAIT	O
ONE	O
MONTH	O
TO	O
SEE	O
WHAT	O
DEVELOPS	O
BEFORE	O
RECOMMENDING	O
FURTHER	O
